id	text	label
LLM_SEX_003196	পঁচিশ পার হয়ে গেছে অথচ এখনো একা, এই মেয়ের নিশ্চয়ই কোনো সমস্যা আছে।	Sexism
LLM_SEX_003197	নিজের দোষেই এখনো বিয়ে হয়নি, সময় থাকতে বুঝে উঠতে পারল না।	Sexism
LLM_SEX_003198	একটা মেয়ের জীবনের সার্থকতা শুধু বিয়ে আর সন্তান জন্ম দেওয়ার মধ্যে।	Sexism
LLM_SEX_003199	এত বয়স হয়ে গেল, এখনো বিয়ে করোনি? তোমার বয়সী মেয়েরা তো সন্তানের মা।	Sexism
LLM_SEX_003200	বিয়ে না করলে মেয়েদের জীবন অসম্পূর্ণ থেকে যায়, ওদের কোনো ভবিষ্যৎ নেই।	Sexism
LLM_SEX_003201	আর কত দিন অপেক্ষা করবে? বয়স বাড়লে ভালো বর জোটানো মুশকিল।	Sexism
LLM_SEX_003202	বেশি পড়াশোনা করে বিয়ের বয়স পার করে দিলে, এখন আর কে তোমাকে দেখবে?	Sexism
LLM_SEX_003203	বিয়ের বাজার থেকে ছিটকে গেছে, এখন আর ওর কোনো পছন্দ-অপছন্দ নেই।	Sexism
LLM_SEX_003204	মেয়েদের বয়স বাড়লে আর আকর্ষণ থাকে না, তাই সময়মতো বিয়ে করে ফেলা উচিত।	Sexism
LLM_SEX_003205	দেশের এই কঠিন সময়ে একজন নারী নেত্রী আবেগ দিয়ে সিদ্ধান্ত নেবে, সেটা দেশবাসী মানবে না।	Sexism
LLM_SEX_003206	এই মহিলা এমপি শুধু সংসদে বসে রূপ দেখাবে, কাজের কাজ কিছুই করবে না।	Sexism
LLM_SEX_003207	সংসারের হাল না ধরে উনি দেশের হাল ধরতে এসেছেন, হাস্যকর।	Sexism
LLM_SEX_003208	কোন পুরুষের হাত ধরে এই মহিলা রাজনীতিতে এসেছে, তা সবাই জানে।	Sexism
LLM_SEX_003209	মেয়েদের দিয়ে দেশ চলে না, দেশ চালাতে পুরুষের তেজ লাগে।	Sexism
LLM_SEX_003210	এই নেত্রী শুধু টিভির সামনে এসে হাসাহাসি করে, দেশের জন্য ওর কোনো অবদান নেই।	Sexism
LLM_SEX_003211	মেয়েদের মন নরম, ওদের দিয়ে কঠিন রাজনৈতিক সিদ্ধান্ত করানো যায় না।	Sexism
LLM_SEX_003212	এই তথাকথিত নেত্রী কোথা থেকে এসেছে, কেউ জানে না।	Sexism
LLM_SEX_003213	যখন থেকে মেয়েরা ক্ষমতা পেয়েছে, তখন থেকেই দেশের অধঃপতন শুরু হয়েছে।	Sexism
LLM_SEX_003214	নারী নেত্রীরা শুধু ফটোসেশনের জন্য আসে, আসল কাজ তো পুরুষরাই করে।	Sexism
LLM_SEX_003215	কর্মজীবী মায়েরা শুধু নিজেদের ক্যারিয়ার নিয়ে ভাবে, সংসার ওদের কাছে কিছু না।	Sexism
LLM_SEX_003216	নারীর আসল কাজ সন্তান লালন-পালন করা, অফিস সামলানো নয়।	Sexism
LLM_SEX_003217	কর্মজীবী মায়ের সন্তানরা অবহেলিত থাকে, যার ফলে ওদের ভবিষ্যৎ নষ্ট হয়।	Sexism
LLM_SEX_003218	যেসব নারী ঘরে বসে থাকে তারা আসলে অলস, টাকা রোজগারের ইচ্ছে ওদের নেই।	Sexism
LLM_SEX_003219	মেয়েরা কেন চাকরি করে? শুধু দামী পোশাক আর সাজগোজ দেখানোর জন্য?	Sexism
LLM_SEX_003220	সত্যিকারের পুরুষরাই পরিবারের ভরণপোষণ করে, স্ত্রীর কাজ করার প্রয়োজন হয় না।	Sexism
LLM_SEX_003221	নারী একবার টাকা রোজগার করলে নিজেকে বড় মনে করে, ঘরের কাজ ভুলে যায়।	Sexism
LLM_SEX_003222	ঘরে থাকা মায়েরা শুধু কাজের অভিযোগ করে, অথচ ওদের হাতে সারা দিন অফুরন্ত সময়।	Sexism
LLM_SEX_003223	যেসব নারী বাইরে কাজ করে, তারা আসলে ঘরোয়া দায়িত্ব থেকে পালানোর পথ খোঁজে।	Sexism
LLM_SEX_003224	নারীর বুদ্ধি ঘরেই কাজে লাগে, বাইরের জগতে নয়।	Sexism
LLM_SEX_003225	মেয়েরা তো সব সময় আবেগ দিয়ে কথা বলে, এদের কথায় কান দিতে নেই।	Sexism
LLM_SEX_003226	এইসব মেয়েদের মুখে তো শুধু বাজে কথা, এদের কথা শুনে লাভ নেই।	Sexism
LLM_SEX_003227	ঘরের বউ ঘরের কাজ করুক, দেশের বিষয় নিয়ে মাথা ঘামানোর কি দরকার?	Sexism
LLM_SEX_003228	একজন নারী হয়ে এত বড় বড় কথা বলছ, তোমার বুদ্ধি কতটুকু?	Sexism
LLM_SEX_003229	বিয়ে হয়নি, সন্তান হয়নি, এ আবার কিসের মতামত দিচ্ছে?	Sexism
LLM_SEX_003230	মেয়েদের তো একটাই কাজ, পরনিন্দা আর কানাকানি, নিজেদের কাজ নেই।	Sexism
LLM_SEX_003231	এরা শুধু লাইমলাইটে আসার জন্য এসব কথা বলে, আসল উদ্দেশ্য অন্য কিছু।	Sexism
LLM_SEX_003232	আজ এক কথা, কাল আরেক কথা, মেয়েদের মতের কোনো স্থিরতা নেই।	Sexism
LLM_SEX_003233	আধুনিকতার নামে যা খুশি তাই বলবে, এদের কথা কে শোনে?	Sexism
LLM_SEX_003234	আইনের ব্যাপারে একজন মেয়ের মতামত? এটা তো হাস্যকর।	Sexism
LLM_SEX_003235	মেয়েদের হাতে স্টিয়ারিং মানে নিশ্চিত বিপদ, রাস্তাঘাটে শুধু জ্যাম বাড়ায়।	Sexism
LLM_SEX_003236	কিছু মহিলা পুরুষের শিখিয়ে দেওয়া বুলি আওড়ায়, এটাই তাদের নারী স্বাধীনতা।	Sexism
LLM_SEX_003237	স্বামী থাকতেও যারা চাকরি করে, তারা শুধু নিজেদের শখ মেটাতে চায়, সংসারের প্রতি কোনো টান নেই।	Sexism
LLM_SEX_003238	মেয়েদের সাজগোজ তো শুধু পুরুষের চোখের আরামের জন্য, এর বেশি কিছু না।	Sexism
LLM_SEX_003239	মেয়েদের কথায় বিশ্বাস নেই, এরা যখন তখন রং পাল্টায়।	Sexism
LLM_SEX_003240	যখন সিরিয়াস আলোচনা হয়, মেয়েদের উচিত চুপ থাকা, তাদের আবেগপ্রবণ মতামত শুধু হাসির খোরাক যোগায়।	Sexism
LLM_SEX_003241	মেয়েদের উচ্চস্বরে হাসা বা কথা বলা আমাদের সমাজে শোভা পায় না, লজ্জা থাকা উচিত।	Sexism
LLM_SEX_003242	মেয়েদের উচ্চশিক্ষা শুধু সময় নষ্ট, বিয়ের বাজারে তাদের দাম বাড়াতে পারে না।	Sexism
LLM_SEX_003243	নারীদের দিয়ে কঠিন কাজ করানো বোকামি, ওরা তো সামান্য চাপও সামলাতে পারে না।	Sexism
LLM_SEX_003244	যতদিন না নারীরা নিজেদের সীমার মধ্যে থাকবে, সমাজ ততদিন নষ্ট হতেই থাকবে।	Sexism
LLM_SEX_003245	এসব পোশাক পরা মেয়েদের দেখলে মনে হয় সস্তা পণ্য, শালীনতা বলে কিছু নেই।	Sexism
LLM_SEX_003246	এত মেকআপ করে নিজেকে সুন্দরী দেখানোর কি দরকার? আসল রূপটা তো ঢাকা পড়ে থাকে।	Sexism
LLM_SEX_003247	এই সব আধুনিক মেয়েদের ঘরে কাজ করতে ভালো লাগে না, শুধু বাইরে ফ্যাশন করে ঘুরতে পারে।	Sexism
LLM_SEX_003248	মেয়েদের বয়স বাড়লে	Sexism
LLM_SEX_003249	কর্মজীবী মায়েরা সন্তানদের প্রকৃত ভালোবাসা দিতে পারে না, শুধু দায়িত্ব পালন করে।	Sexism
LLM_SEX_003250	ঘরের কাজ আর সন্তান পালনের মতো কঠিন দায়িত্ব ফেলে যারা বাইরে চাকরি করে, তারা আসলে দায়িত্বজ্ঞানহীন।	Sexism
LLM_SEX_003251	যে মেয়েরা সকালে স্বামীকে ঘুম থেকে তুলে অফিসে যায়, তাদের ঘর সংসার কীভাবে চলে?	Sexism
LLM_SEX_003252	নিজের বাচ্চাকে দুধ না খাইয়ে কেন অন্য কাজ করবে? মাতৃত্বের সম্মান নেই এদের।	Sexism
LLM_SEX_003253	গৃহিণীরাই দেশের ভবিষ্যৎ প্রজন্মকে গড়ে তোলে, কর্মজীবী নারীরা শুধু অর্থনীতিতে বোঝা বাড়ায়।	Sexism
LLM_SEX_003254	একজন স্ত্রী যখন স্বামীর চাইতে বেশি রোজগার করে, তখন সংসারের অশান্তি শুরু হয়।	Sexism
LLM_SEX_003255	কর্মজীবী নারীরা শুধু নিজেদের ফ্যাশন আর শখ পূরণে ব্যস্ত, পরিবারের ভালোমন্দ দেখার সময় এদের নেই।	Sexism
LLM_SEX_003256	ছেলেরা তো ভালোই আছে, ঘরে একজন রাঁধুনি আর বাইরে একজন উপার্জনে সাহায্যকারী।	Sexism
LLM_SEX_003257	অফিসে যারা পুরুষ সহকর্মীর সাথে গল্প করে সময় কাটায়, তারা ঘরেও স্বামীর সাথে এমন করে কি?	Sexism
LLM_SEX_003258	সংসার সামলানো মেয়েদের কাজ, অফিস সামলানো ছেলেদের। এই সহজ হিসাব যারা বোঝে না, তারাই আধুনিকতার নামে সব নষ্ট করছে।	Sexism
LLM_SEX_003259	মেয়েদের এত পড়াশোনা করে কি লাভ, যদি একটা ভালো স্বামীই না জোটে?	Sexism
LLM_SEX_003260	বেশি শিক্ষিত হলে মেয়েরা সংসার নিয়ে মাথা ঘামায় না, শুধু নিজের ক্যারিয়ার নিয়ে পড়ে থাকে।	Sexism
LLM_SEX_003261	মেয়েদের আসল জীবন শুরু হয় বিয়ের পর, ডিগ্রি কেবল দেখানোর জন্য।	Sexism
LLM_SEX_003262	যারা বিয়ের আগে চাকরিকে প্রাধান্য দেয়, তারা ভালো স্ত্রী বা মা হতে পারে না।	Sexism
LLM_SEX_003263	শিক্ষিত মেয়েদের বেশি অহংকার থাকে, তাই তাদের বিয়ে করা কঠিন।	Sexism
LLM_SEX_003264	নিজের উচ্চশিক্ষার দোহাই দিয়ে যারা পরিবারকে সময় দেয় না, তাদের কি লাভ এই পড়ালেখায়?	Sexism
LLM_SEX_003265	মেয়েদের পেছনে এত টাকা খরচ করে পড়াশোনা করানোর চেয়ে বরং একটা ভালো পাত্রের হাতে তুলে দেওয়াই বুদ্ধিমানের কাজ।	Sexism
LLM_SEX_003266	কর্মজীবী মেয়েরা ঘর সামলাতে পারে না, তাদের জন্য ঘরই সবচেয়ে নিরাপদ জায়গা।	Sexism
LLM_SEX_003267	নারীর বুদ্ধির চেয়ে তার গৃহস্থালির জ্ঞানই বেশি প্রয়োজন, সেটাই তার আসল যোগ্যতা।	Sexism
LLM_SEX_003268	বিয়ের জন্য তো আর পিএইচডি দরকার হয় না, সাধারণ জ্ঞানই যথেষ্ট।	Sexism
LLM_SEX_003269	মেয়েরা বাইরে কাজ না করে ঘরে বসে স্বামীর সেবা করুক, সেটাই তাদের ধর্ম।	Sexism
LLM_SEX_003270	নারীরা আবেগপ্রবণ, তাই তাদের কোনো গুরুত্বপূর্ণ পদে রাখা ঠিক নয়।	Sexism
LLM_SEX_003271	এই মহিলা দেশের কপালে শুধুই দুর্গতি এনেছে, এর থেকে ভালো পুরুষ নেতা ছিল।	Sexism
LLM_SEX_003272	একটা মেয়ে যত ডিগ্রিই অর্জন করুক না কেন, মা হতে না পারলে তার জীবন বৃথা।	Sexism
LLM_SEX_003273	অল্প পোশাক পরে ঘুরে বেড়ানোটা আধুনিকতা নয়, নির্লজ্জতা।	Sexism
LLM_SEX_003274	ডাক্তার বা ইঞ্জিনিয়ার হিসেবে মেয়েরা পুরুষদের মতো দক্ষ হতে পারে না, তারা শুধু নামেই।	Sexism
LLM_SEX_003275	মেয়েদের কাজই হলো অন্যের পিছে লাগা আর সমালোচনা করা, নিজেদের কাজ নেই।	Sexism
LLM_SEX_003276	এই মেয়েরা পুরুষদের প্রলুব্ধ করে নিজেদের সুবিধার জন্য, এদের থেকে দূরে থাকাই ভালো।	Sexism
LLM_SEX_003277	মেয়েরা শুধু বিত্তবান স্বামী চায়, ভালোবাসা ওদের কাছে মূল্যহীন।	Sexism
LLM_SEX_003278	একজন নারী যত বড় বিজ্ঞানীই হোক না কেন, তার আসল দক্ষতা ঘরের কাজ আর সন্তান পালনেই।	Sexism
LLM_SEX_003279	এই মেয়েদের আসল উদ্দেশ্য কি? আন্দোলন নাকি শরীর দেখিয়ে পুরুষের মন জয় করা?	Sexism
LLM_SEX_003280	নারীরা তো শুধু কান্নাকাটি করতে জানে, আন্দোলন করবে কিভাবে? ওদের দিয়ে কিছু হবে না।	Sexism
LLM_SEX_003281	আন্দোলন ছেড়ে ঘরে গিয়ে স্বামী-সন্তান সামলাও। এটাই তোমাদের আসল কাজ।	Sexism
LLM_SEX_003282	রাস্তায় নেমে এসেছে যত সব সস্তা মেয়ে, প্রতিবাদ নয়, আসলে শরীর বিক্রি করছে।	Sexism
LLM_SEX_003283	কে এদেরকে শিখিয়ে দিয়েছে কি বলতে হবে? নিজেদের বুদ্ধি খাটিয়ে তো আর আন্দোলনে আসেনি।	Sexism
LLM_SEX_003284	এদের কি ঘরে কাজ নেই? আন্দোলন করতে এসে প্রেমের নাটক করছে।	Sexism
LLM_SEX_003285	রাজনীতি মেয়েদের জন্য নয়। ওরা শুধু ঝামেলা বাড়াতে পারে।	Sexism
LLM_SEX_003286	এইসব সুন্দরী মেয়েদের দেখে আন্দোলনকারীরা পথভ্রষ্ট হবে, আসল উদ্দেশ্য হারাবে।	Sexism
LLM_SEX_003287	দু'দিন পর ঠিকই ঘরে ফিরে যাবে। এদের আন্দোলনের কোনো স্থায়িত্ব নেই।	Sexism
LLM_SEX_003288	মেয়েরা এখন দেশ চালাবে! রান্নাঘরের বাইরে আর কিছু বোঝে না।	Sexism
LLM_SEX_003289	নারী হয়ে পুরুষের মতো দেশ চালানোর স্বপ্ন দেখছো? আগে নিজের ঘর সামলাও।	Sexism
LLM_SEX_003290	এরা আসলে কি করে এত উপরে উঠে আসে তা বলার অপেক্ষা রাখে না, সবাই বোঝে।	Sexism
LLM_SEX_003291	মেয়েদের আবেগ দিয়ে দেশ চলে না, দেশ চালাতে কঠিন মন লাগে।	Sexism
LLM_SEX_003292	শালীনতা বজায় রেখে চলতে পারো না, আবার নেতা হতে চাও?	Sexism
LLM_SEX_003293	এইরকম বেহায়া মেয়েদের মুখে শুধু অশ্লীল কথা মানায়, ভালো কথা নয়।	Sexism
LLM_SEX_003294	একজন নারীর এত উচ্চাকাঙ্ক্ষা কেন? পুরুষের পথ অনুসরণ করে সফল হওয়া যায় না।	Sexism
LLM_SEX_003295	বিয়ে করে সংসার সামলাতে পারে না, আবার সমাজে বড় বড় বুলি আওড়াচ্ছে।	Sexism
LLM_SEX_003296	মেয়েদের দিয়ে বড় কাজ হয় না, ওদের শরীর দুর্বল, অল্পতেই হাঁপিয়ে ওঠে।	Sexism
LLM_SEX_003297	এই মহিলার সব কথা বানোয়াট, মেয়েদের কথার কোনো মূল্য নেই।	Sexism
LLM_SEX_003298	নারীর একমাত্র কাজ পুরুষকে খুশি করা, এর বাইরে তাদের আর কোনো পরিচয় নেই।	Sexism
LLM_SEX_003299	এই মহিলা শুধু নিজের শরীর বেচে ভোট চায়, ওর কথায় দেশ চলবে না।	Sexism
LLM_SEX_003300	মেয়েদের দিয়ে বড় কোনো প্রশাসনিক সিদ্ধান্ত হয় না, ওরা তো অল্পতেই ঘাবড়ে যায়।	Sexism
LLM_SEX_003301	এত বড় ডিগ্রি নিয়ে কী করবে, যদি একটা ভালো পরিবারে বিয়েই না হয়?	Sexism
LLM_SEX_003302	এইসব মেয়েলি কথায় কান দিতে নেই, ওরা তো সব সময় কান্নাকাটি আর অভিযোগ নিয়ে বসে থাকে।	Sexism
LLM_SEX_003303	আরে ভাই, এই মহিলা নাকি রাজনীতি করে? ওর অতীত ইতিহাস দেখলে মাথা ঘুরে যাবে।	Sexism
LLM_SEX_003304	কঠিন পরিস্থিতি সামলানো মেয়েদের কাজ নয়, ওরা তো একটা ছোট চাপও নিতে পারে না।	Sexism
LLM_SEX_003305	টিভিতে এসে শুধু সুন্দর মুখ দেখায়, কাজের কথা তো কিছুই বলে না।	Sexism
LLM_SEX_003306	মেয়েদের স্বাধীনতা বাড়লে সমাজে শুধু অশান্তি আর বিশৃঙ্খলা বাড়ে।	Sexism
LLM_SEX_003307	মেয়েদের এত উচ্চ পদে যাওয়ার দরকার কি, যখন তারা ঘরেই সব শান্তি খুঁজে পায়।	Sexism
LLM_SEX_003308	এরকম পোশাক পরে রাস্তায় বের হওয়া মানেই তো পুরুষদের উস্কানি দেওয়া।	Sexism
LLM_SEX_003309	যে মা কর্মজীবনের ব্যস্ততায় সন্তানের স্কুলের খোঁজ রাখতে পারে না, সে মা হয়ে কি লাভ?	Sexism
LLM_SEX_003310	কর্মজীবী নারীরা শুধু নিজেদের নাম কামাতে চায়, পরিবারের প্রতি এদের কোনো দায়বদ্ধতা নেই।	Sexism
LLM_SEX_003311	ঘর সামলানো আর সন্তান মানুষ করার দায়িত্বটাই নারীদের জন্য শ্রেষ্ঠ কাজ, এর চেয়ে বড় সম্মান আর কি হতে পারে?	Sexism
LLM_SEX_003312	ঘরের সুখ ছেড়ে যারা বাইরে টাকার পেছনে ছোটে, তারা শুধু নিজেদের বিলাসিতা পূরণ করতে চায়।	Sexism
LLM_SEX_003313	মেয়েদের উচ্চশিক্ষা কি শুধু অফিসের চেয়ারে বসে সংসারের বারোটা বাজানোর জন্য?	Sexism
LLM_SEX_003314	মেয়েদের এত বড় বড় স্বপ্ন দেখা উচিত নয়, তাতে সমাজের শৃঙ্খলা নষ্ট হয়।	Sexism
LLM_SEX_003315	যেসব নারী বাইরে চাকরি করে, তাদের চরিত্র নিয়ে প্রশ্ন ওঠাই স্বাভাবিক।	Sexism
LLM_SEX_003316	একজন আদর্শ স্ত্রী কখনও স্বামীর রোজগারের উপর প্রশ্ন তুলে নিজে উপার্জনের পথে হাঁটে না।	Sexism
LLM_SEX_003317	নারীর সবচেয়ে বড় অর্জন একটি সুখী পরিবার, অফিসের সফলতা ক্ষণিকের।	Sexism
LLM_SEX_003318	কর্মজীবী নারীরা পুরুষের মতো কঠোর হতে গিয়ে নিজেদের নারীত্ব হারিয়ে ফেলে।	Sexism
LLM_SEX_003319	যে মা নিজের সন্তানকে সময় দিতে পারে না, তার কাজ করার দরকার কি? সন্তানই তো মায়ের আসল দায়িত্ব।	Sexism
LLM_SEX_003320	পুরুষের টাকায় চলতে না পারলে নিজের আত্মসম্মান থাকে না। কর্মজীবী নারীরা শুধু নিজেদের শখ পূরণ করে, সংসার ভাঙে।	Sexism
LLM_SEX_003321	ঘরের লক্ষ্মী যদি বাইরে ছুটে বেড়ায়, তবে সে ঘরে সুখ আসে না। নারীর আসল কাজ তো ঘর গোছানো।	Sexism
LLM_SEX_003322	একটা সামান্য বাড়ির কাজ ঠিকমতো করতে পারে না, তারা আবার দেশ চালাবে বা বড় পদের স্বপ্ন দেখে?	Sexism
LLM_SEX_003323	কর্মজীবী বউ থাকলে স্বামীর মানসিক শান্তি নষ্ট হয়, কারণ তার নিজের ঘরও নিজের নিয়ন্ত্রণে থাকে না।	Sexism
LLM_SEX_003324	এইসব মেয়েদের মগজে তো ঘিলু নেই, শুধু পুরুষদের দেখাদেখি আন্দোলন করতে আসে।	Sexism
LLM_SEX_003325	আন্দোলন করার চেয়ে ঘরে গিয়ে রান্না করা এদের জন্য বেশি ভালো, দেশ চালানোর বুদ্ধি এদের নেই।	Sexism
LLM_SEX_003326	যেখানে দুইটা মেয়ে একসাথে হয় সেখানে শুধু ঝগড়া আর নাটক হয়, আন্দোলন করবে কি!	Sexism
LLM_SEX_003327	এদের মুখের কথা আর চোখের পানি, এই দিয়েই কি বিপ্লব হবে নাকি?	Sexism
LLM_SEX_003328	আন্দোলনে এসে ছেলে খুঁজে বের করা এদের মূল উদ্দেশ্য, দেশপ্রেম ফাতরামি।	Sexism
LLM_SEX_003329	একজন মেয়ে হিসেবে নিজের সীমার বাইরে গিয়ে	Sexism
LLM_SEX_003330	এরা শুধু শরীর দেখিয়ে পুরুষের নজর কাড়তে চায়, আর কিছু না।	Sexism
LLM_SEX_003331	রূপচর্চা আর সাজগোজের বাইরে আর কিছু কি এদের মাথায় ঢোকে না?	Sexism
LLM_SEX_003332	রান্নাঘরে যেখানে থাকার কথা, সেখানে এই লোক দেখানো সাজগোজ কেন?	Sexism
LLM_SEX_003333	এত ফ্যাশন করছো, কার জন্য? মনে হচ্ছে খদ্দের খুঁজছো।	Sexism
LLM_SEX_003334	পুরুষের প্রশংসা না পেলে এদের জীবন অর্থহীন, তাই সারাক্ষণ সাজগোজ।	Sexism
LLM_SEX_003335	যতই সাজুক না কেন, আসল চেহারা তো আর লুকানো যায় না, আর কে কাকে দেখাবে?	Sexism
LLM_SEX_003336	এরা শুধু নিজেদের নিয়ে ব্যস্ত, সমাজ বা দেশের জন্য কিচ্ছু করার যোগ্যতা নেই।	Sexism
LLM_SEX_003337	এসব পশ্চিমা পোশাক পরে নিজেদের স্মার্ট ভাবে, কিন্তু আসলে সস্তা দেখাচ্ছে।	Sexism
LLM_SEX_003338	জীবনের গভীরতা বোঝার ক্ষমতা এদের নেই, শুধু রঙচঙে জিনিসে মন।	Sexism
LLM_SEX_003339	নিজেকে পণ্যের মতো সাজিয়ে রাখে, তারপরও কেন অভিযোগ করে?	Sexism
LLM_SEX_003340	মেয়েদের দিয়ে বড় প্রজেক্টের কাজ হয় না, ওরা তো সামান্য চাপেই ভেঙে পড়ে।	Sexism
LLM_SEX_003341	আধুনিকতার নামে এই যে হাফপ্যান্ট পরে ঘুরে বেড়ায়, এতে মেয়েদের ইজ্জত কোথায় থাকে?	Sexism
LLM_SEX_003342	ডাক্তার ইঞ্জিনিয়ার হওয়ার চেয়ে ভালো স্বামী আর সন্তানের মা হওয়াটাই নারীর আসল সার্থকতা।	Sexism
LLM_SEX_003343	মেয়েরা একটুতেই বাড়াবাড়ি করে, পুরুষ অভিভাবক না থাকলে মাথা চড়ে যায়।	Sexism
LLM_SEX_003344	একটা গুরুত্বপূর্ণ মিটিংয়ে মেয়েদের মতামত নেওয়া মানে শুধু আবেগের বন্যা, যুক্তির ধার ধারে না ওরা।	Sexism
LLM_SEX_003345	মেয়েদের বন্ধুত্ব মানেই তো একজনের পিঠ পেছনে আরেকজনের সমালোচনা করা।	Sexism
LLM_SEX_003346	দুই বান্ধবী যখন একসাথে হাঁটে, তখন একজন আরেকজনের বয়ফ্রেন্ডকে কীভাবে পটাতে হয় সেটাই ভাবে।	Sexism
LLM_SEX_003347	নারীর সম্পর্কগুলোতে গভীরতা থাকে না, শুধুই ছোটখাটো ইমোশনাল ড্রামা।	Sexism
LLM_SEX_003348	কয়েকটা মেয়ে একসাথে হলে শুধু অন্যের সংসার ভাঙার গল্প আর গুজবের আড্ডা বসে।	Sexism
LLM_SEX_003349	এদের বন্ধুত্ব টিকবে কতদিন? একটা ছেলে এলেই তো সব শেষ।	Sexism
LLM_SEX_003350	মেয়েরা শুধু সাজগোজের টিপস শেয়ার করতে পারে, সত্যিকারের কোনো বন্ধন ওদের মধ্যে নেই।	Sexism
LLM_SEX_003351	ওদের আড্ডা মানেই শুধু হাসাহাসি আর হালকা কথা, কোনো গভীর আলোচনা এদের দ্বারা সম্ভব না।	Sexism
LLM_SEX_003352	একজন সফল হলে অন্যজন হিংসায় মরে, এটাই তো মেয়েদের বন্ধুত্বের আসল রূপ।	Sexism
LLM_SEX_003353	পুরুষদের বন্ধুত্বে যেমন ত্যাগ থাকে, মেয়েদের বন্ধুত্বে থাকে শুধু সুবিধাভোগিতা।	Sexism
LLM_SEX_003354	দুজনে বন্ধু সেজে আছে, কিন্তু মনে মনে ঠিকই একজন আরেকজনের থেকে এগিয়ে থাকার প্রতিযোগিতায় মত্ত।	Sexism
LLM_SEX_003355	এই সব মেয়েদের ঘরের কাজ ফেলে আন্দোলনে নামাটা নিছকই লোক দেখানো।	Sexism
LLM_SEX_003356	মেয়েরা শুধু অন্যের কথা শুনে আসে, নিজেদের কোনো বুদ্ধি নেই যে আন্দোলন করবে।	Sexism
LLM_SEX_003357	আন্দোলনে এসে সাজগোজ করাটা কি দরকার? এটা তো ফ্যাশন শো নয়।	Sexism
LLM_SEX_003358	সমাজের সস্তা মেয়েরা এখন নিজেদের বিপ্লবী ভাবছে, হাস্যকর!	Sexism
LLM_SEX_003359	আবেগী মেয়েরা রাজনীতি বা আন্দোলনে এসে পরিস্থিতি আরও ঘোলাটে করে।	Sexism
LLM_SEX_003360	এই মুখগুলো ভোটের জন্য কাজে লাগে, কিন্তু যোগ্যতার প্রমাণ দিতে পারে না।	Sexism
LLM_SEX_003361	এদের আন্দোলনটা আসলে কোনো ছেলের সাথে দেখা করার ছুতো।	Sexism
LLM_SEX_003362	রান্নাঘরের চামচ হাতে নেওয়া যেখানে এদের যোগ্যতা, সেখানে দেশের হাল ধরতে এসেছে।	Sexism
LLM_SEX_003363	পাঁচটা মেয়ে একসাথে হলেই কেবল গুজব আর কেচ্ছা হয়, আন্দোলন নয়।	Sexism
LLM_SEX_003364	এই নারী নেতৃত্ব দিয়ে দেশের কোনো উন্নতি হবে না, শুধু ক্ষতিই হবে।	Sexism
LLM_SEX_003365	এই মহিলা শুধু চিৎকার করতে জানে, যুক্তি দিয়ে কথা বলতে পারে না।	Sexism
LLM_SEX_003366	এদের কাজ রান্নাঘরে, রাজনীতিতে নাক গলানো নয়।	Sexism
LLM_SEX_003367	মুখে এত জোর দেখাচ্ছে, আসলে একটা ভালো স্বামী পেলেই সব ভুলে যাবে।	Sexism
LLM_SEX_003368	রাস্তায় নেমে এসে মুখ চালাচ্ছো, ঘরে কি কেউ নেই কথা বলার?	Sexism
LLM_SEX_003369	মেয়েদের রাগ তো দু’মিনিটের ব্যাপার, পিরিয়ড শেষ হলে ঠিক হয়ে যাবে।	Sexism
LLM_SEX_003370	পুরুষের মতো বুদ্ধি থাকলে কথাগুলো মানতাম, মেয়েদের কথায় কি আর হয়?	Sexism
LLM_SEX_003371	এত তেঁতো কথা বলছো, তোমাকে বিয়ে করবে কে শুনি?	Sexism
LLM_SEX_003372	শরীর দেখিয়ে কথা বলা ছাড়া আর কি পারে এই মেয়েরা?	Sexism
LLM_SEX_003373	নিশ্চয়ই কোনো পুরুষ তাকে শিখিয়ে দিয়েছে কি বলতে হবে।	Sexism
LLM_SEX_003374	মেয়েদের আবেগের দাম্ভিকতা দেশের জন্য বিপদ।	Sexism
LLM_SEX_003375	এই হিজড়ারা মেয়ে সেজে ঘুরে বেড়ায় ছেলেদের ফাঁদে ফেলার জন্য।	Sexism
LLM_SEX_003376	এইসব তৃতীয় লিঙ্গ আসলে সমাজের নোংরামি, জন্মগত নয়, এটা শুধু লোক দেখানো ভন্ডামি।	Sexism
LLM_SEX_003377	ওরা কি নারী নাকি পুরুষ? সমাজটা নষ্ট করে দিল নিজেদের উদ্ভট পরিচয় দিয়ে।	Sexism
LLM_SEX_003378	হিজড়া নাম দিয়ে শুধু ভিক্ষে করে খায়, আর কোনো কাজ নেই এদের।	Sexism
LLM_SEX_003379	পুরুষের শরীর নিয়ে মেয়ে সাজলে কি আর মেয়ে হয়? শুধু দেখতে বিশ্রী লাগে।	Sexism
LLM_SEX_003380	এরা মনে মনে নিজেকে মেয়ে ভাবে, আসলে এটা একটা মানসিক বিকার।	Sexism
LLM_SEX_003381	এইসব হিজড়া সেজে ছেলেদের সর্বনাশ করছে, ওদের থেকে সাবধান থাকা উচিত।	Sexism
LLM_SEX_003382	ওদেরকে তো নারী-পুরুষের কাতারে ফেলা যায় না, এরা সমাজের বাইরেই থাকবে।	Sexism
